Ensembl gene ID	Previous symbol	Alias symbol	Approved symbol
ENSG00000239226			MRPS17P3
ENSG00000274493			MRPS17P5
			MRPS17P6
			MRPS17P7
ENSG00000227814			MRPS17P9
			MRPS18
ENSG00000096080		FLJ10548	MRPS18A
ENSG00000096080		MRPS18-3	MRPS18A
ENSG00000229759			MRPS18AP1
ENSG00000204568		MRPS18-2	MRPS18B
ENSG00000204568		PTD017	MRPS18B
ENSG00000204568		C6orf14	MRPS18B
ENSG00000204568		HSPC183	MRPS18B
ENSG00000226013			MRPS18BP1
ENSG00000235232			MRPS18BP2
ENSG00000163319		MRPS18-1	MRPS18C
ENSG00000163319		CGI-134	MRPS18C
ENSG00000163319		FLJ11146	MRPS18C
ENSG00000163319		FLJ22967	MRPS18C
			MRPS18CP2
			MRPS18CP3
ENSG00000255763			MRPS18CP4
			MRPS18CP5
ENSG00000228807			MRPS18CP6
ENSG00000235916			MRPS18CP7
ENSG00000266472			MRPS21
ENSG00000234496			MRPS21P1
ENSG00000227425			MRPS21P2
ENSG00000221879			MRPS21P3
			MRPS21P4
ENSG00000226395			MRPS21P5
ENSG00000214298			MRPS21P6
ENSG00000260024			MRPS21P7
ENSG00000259978			MRPS21P8
ENSG00000262759			MRPS21P9
ENSG00000175110		MRP-S22	MRPS22
ENSG00000175110		GK002	MRPS22
ENSG00000175110		C3orf5	MRPS22
ENSG00000175110		GIBT	MRPS22
ENSG00000271056			MRPS22P1
ENSG00000181610		MRP-S23	MRPS23
ENSG00000181610		CGI-138	MRPS23
ENSG00000181610		HSPC329	MRPS23
			MRPS23P1
ENSG00000062582		MRP-S24	MRPS24
ENSG00000062582		HSPC335	MRPS24
			MRPS24P1
ENSG00000131368		MRP-S25	MRPS25
ENSG00000131368		FLJ00023	MRPS25
ENSG00000131368		DKFZp313H0817	MRPS25
ENSG00000131368		RPMS25	MRPS25
			MRPS25P1
ENSG00000125901	C20orf193	MRP-S13	MRPS26
ENSG00000125901	C20orf193	MRP-S26	MRPS26
ENSG00000125901	C20orf193	RPMS13	MRPS26
ENSG00000125901	C20orf193	dJ534B8.3	MRPS26
ENSG00000113048		KIAA0264	MRPS27
ENSG00000147586		MRP-S28	MRPS28
ENSG00000147586		HSPC007	MRPS28
ENSG00000147586		MRPS35	MRPS28
ENSG00000112996	PDCD9	PAP	MRPS30
ENSG00000251141		BRCAT54	MRPS30-DT
ENSG00000102738		IMOGN38	MRPS31
ENSG00000275256			MRPS31P1
ENSG00000232894			MRPS31P2
ENSG00000250299			MRPS31P4
ENSG00000243406	MRPS31P3		MRPS31P5
ENSG00000090263		CGI-139	MRPS33
			MRPS33P1
ENSG00000249649			MRPS33P2
ENSG00000251308			MRPS33P3
ENSG00000234821			MRPS33P4
ENSG00000074071		MRP-S12	MRPS34
ENSG00000074071		MGC2616	MRPS34
ENSG00000061794		MRPS28	MRPS35
ENSG00000061794		MDS023	MRPS35
			MRPS35P1
ENSG00000250830			MRPS35P2
ENSG00000270192			MRPS35P3
ENSG00000134056		DC47	MRPS36
ENSG00000134056		MRP-S36	MRPS36
ENSG00000236152			MRPS36P1
ENSG00000249539			MRPS36P2
ENSG00000253814			MRPS36P3
ENSG00000255231			MRPS36P4
ENSG00000257927			MRPS36P5
			MRPS36P6
ENSG00000148187		RRF	MRRF
ENSG00000224236	MRRFP		MRRFP1
ENSG00000124532	MRS2L		MRS2
ENSG00000250428	MRS2LP1		MRS2P1
ENSG00000257802			MRS2P2
			MRSD
			MRT4
			MRT8
			MRT9
			MRT10
			MRT11
			MRT19
			MRT20
			MRT23
			MRT24
			MRT25
			MRT26
			MRT28
ENSG00000196588	MKL1	KIAA1438	MRTFA
ENSG00000196588	MKL1	MAL	MRTFA
ENSG00000196588	MKL1	MRTF-A	MRTFA
ENSG00000196588	MKL1	BSAC	MRTFA
ENSG00000196588	MKL1	MKL	MRTFA
ENSG00000232564			MRTFA-AS1
ENSG00000186260	MKL2	MRTF-B	MRTFB
ENSG00000186260	MKL2	FLJ31823	MRTFB
ENSG00000053372	C1orf33	dJ657E11.4	MRTO4
ENSG00000053372	C1orf33	MRT4	MRTO4
			MRX4
			MRX5
			MRX6
			MRX7
			MRX8
			MRX11
			MRX14
			MRX15
			MRX17
			MRX20
			MRX23
			MRX24
			MRX25
			MRX26
			MRX27
			MRX28
			MRX31
			MRX37
			MRX39
			MRX40
			MRX42
			MRX49
			MRX51
			MRX53
			MRX56
			MRX57
			MRX61
			MRX64
			MRX66
			MRX67
			MRX69
			MRX70
			MRX71
			MRX73
			MRX75
			MRX77
			MRX80
			MRX81
			MRX82
			MRX84
			MRX86
			MRXS7
		SMRXS	MRXS11
		MS1	MS
ENSG00000156738	CD20	B1	MS4A1
ENSG00000156738	CD20	Bp35	MS4A1
ENSG00000156738	CD20	MS4A2	MS4A1
ENSG00000156738	CD20	FMC7	MS4A1
ENSG00000149534	FCER1B	MS4A1	MS4A2
ENSG00000149534	IGER	MS4A1	MS4A2
ENSG00000149534	APY	MS4A1	MS4A2
ENSG00000149516	CD20L	HTM4	MS4A3
ENSG00000110079	MS4A4	CD20L1	MS4A4A
ENSG00000110079	MS4A4	MS4A7	MS4A4A
ENSG00000214787			MS4A4E
ENSG00000166930		CD20L2	MS4A5
ENSG00000110077	MS4A6	CD20L3	MS4A6A
ENSG00000166926			MS4A6E
ENSG00000166927		CD20L4	MS4A7
ENSG00000166927		CFFM4	MS4A7
ENSG00000166927		MS4A8	MS4A7
ENSG00000166959	MS4A8B	MS4A4	MS4A8
ENSG00000166959	MS4A8B	CD20L5	MS4A8
ENSG00000172689		CD20L7	MS4A10
ENSG00000172689		MS4A9	MS4A10
ENSG00000071203		Ms4a10	MS4A12
ENSG00000071203		FLJ20217	MS4A12
ENSG00000204979			MS4A13
ENSG00000166928	MS4A16	NYD-SP21	MS4A14
ENSG00000166928	MS4A16	FLJ32856	MS4A14
ENSG00000166928	MS4A16	DKFZp434H092	MS4A14
ENSG00000166961			MS4A15
ENSG00000214782			MS4A18
ENSG00000283601			MS4A19P
ENSG00000188981	C4orf44	LOC345222	MSANTD1
ENSG00000120458	C11orf61	FLJ23342	MSANTD2
ENSG00000231058			MSANTD2P1
ENSG00000066697	C9orf30	MGC17337	MSANTD3
ENSG00000251349	C9orf30-TMEFF1		MSANTD3-TMEFF1
ENSG00000170903	KIAA1826		MSANTD4
ENSG00000285891			MSANTD5
			MSBP1
			MSBP2
ENSG00000178860		ABF-1	MSC
ENSG00000178860		bHLHa22	MSC
ENSG00000235531			MSC-AS1
			MSD
ENSG00000151379		pMesogenin1	MSGN1
ENSG00000095002	COCA1	HNPCC	MSH2
ENSG00000095002	COCA1	HNPCC1	MSH2
ENSG00000235760			MSH2-OT1
ENSG00000113318		DUP	MSH3
ENSG00000113318		MRP1	MSH3
ENSG00000057468			MSH4
ENSG00000204410		G7	MSH5
ENSG00000255152	MSH5-C6orf26		MSH5-SAPCD1
ENSG00000116062	GTBP		MSH6
ENSG00000135097			MSI1
ENSG00000153944			MSI2
			MSK1
			MSK2
			MSK3
			MSK4
			MSK7
			MSK9
			MSK10
			MSK11
			MSK13
			MSK14
			MSK15
			MSK17
			MSK19
			MSK20
			MSK22
			MSK23
			MSK24
			MSK25
			MSK26
			MSK27
			MSK28
			MSK29
			MSK30
			MSK31
			MSK32
			MSK33
			MSK34
			MSK35
			MSK36
			MSK37
			MSK38
			MSK39
			MSK40
			MSK41
ENSG00000188895		hMSL1	MSL1
ENSG00000188895		MSL-1	MSL1
ENSG00000188895		DKFZp686P24239	MSL1
ENSG00000174579	RNF184	FLJ10546	MSL2
ENSG00000174579	MSL2L1	FLJ10546	MSL2
ENSG00000174579	RNF184	KIAA1585	MSL2
ENSG00000174579	MSL2L1	KIAA1585	MSL2
ENSG00000174579	RNF184	msl-2	MSL2
ENSG00000174579	MSL2L1	msl-2	MSL2
ENSG00000005302	MSL3L1		MSL3
ENSG00000224287	MSL3L2		MSL3P1
ENSG00000102854		CAK1	MSLN
ENSG00000102854		MPF	MSLN
ENSG00000162006	C16orf37	MPFL	MSLNL
ENSG00000263639		PSP-94	MSMB
ENSG00000263639		PSP57	MSMB
ENSG00000263639		PSP94	MSMB
ENSG00000263639		IGBF	MSMB
ENSG00000263639		MSP	MSMB
ENSG00000263639		MSPB	MSMB
ENSG00000263639		PN44	MSMB
ENSG00000263639		PRPS	MSMB
ENSG00000263639		PSP	MSMB
ENSG00000052802	SC4MOL	DESP4	MSMO1
ENSG00000052802	SC4MOL	ERG25	MSMO1
ENSG00000215183		PC-3	MSMP
ENSG00000215183		PSMP	MSMP
ENSG00000147065			MSN
			MSNL2
ENSG00000251593	MSNL1		MSNP1
ENSG00000038945		SCARA1	MSR1
ENSG00000038945		CD204	MSR1
ENSG00000038945		SR-AI	MSR1
ENSG00000038945		SR-AII	MSR1
ENSG00000038945		SR-AIII	MSR1
ENSG00000038945		SR-A	MSR1
ENSG00000175806			MSRA
ENSG00000260093			MSRA-DT
ENSG00000198736	SEPX1	SelR	MSRB1
ENSG00000198736	SEPX1	SepR	MSRB1
ENSG00000198736	SEPX1	SelX	MSRB1
ENSG00000198736	SEPX1	SELENOX	MSRB1
ENSG00000198736	SEPX1	SELENOR	MSRB1
ENSG00000213926			MSRB1P1
ENSG00000148450	MSRB	PILB	MSRB2
ENSG00000148450	MSRB	CGI-131	MSRB2
ENSG00000148450	MSRB	CBS1	MSRB2
ENSG00000148450	MSRB	CBS-1	MSRB2
ENSG00000174099	DFNB74	FLJ36866	MSRB3
ENSG00000174099	DFNB74	DKFZp686C1178	MSRB3
ENSG00000166343	ZMYND17	FLJ39565	MSS51
ENSG00000173531	D3F15S2	MSP	MST1
ENSG00000173531	HGFL	MSP	MST1
ENSG00000173531	DNF15S2	MSP	MST1
ENSG00000173531	D3F15S2	NF15S2	MST1
ENSG00000173531	HGFL	NF15S2	MST1
ENSG00000173531	DNF15S2	NF15S2	MST1
ENSG00000186715	MSTP7	D1F15S1A	MST1L
ENSG00000186715	MSTP9	D1F15S1A	MST1L
ENSG00000186715	MST1P9	D1F15S1A	MST1L
ENSG00000186715	MSTP7	MSPL7	MST1L
ENSG00000186715	MSTP9	MSPL7	MST1L
ENSG00000186715	MST1P9	MSPL7	MST1L
ENSG00000186715	MSTP7	MSPL-7	MST1L
ENSG00000186715	MSTP9	MSPL-7	MST1L
ENSG00000186715	MST1P9	MSPL-7	MST1L
ENSG00000186301	MSTP2	MSPL2	MST1P2
ENSG00000186301	MSTP2	MSPL-2	MST1P2
ENSG00000164078	RON	CDw136	MST1R
ENSG00000164078	PTK8	CDw136	MST1R
ENSG00000164078	SEA	CDw136	MST1R
ENSG00000164078	RON	CD136	MST1R
ENSG00000164078	PTK8	CD136	MST1R
ENSG00000164078	SEA	CD136	MST1R
ENSG00000138379	GDF8		MSTN
ENSG00000125459		FLJ10504	MSTO1
ENSG00000125459		LST005	MSTO1
ENSG00000125459		MST	MSTO1
ENSG00000125459		misato	MSTO1
ENSG00000203761	MSTO2		MSTO2P
ENSG00000163132	HOX7	HYD1	MSX1
ENSG00000163132	HOX7	OFC5	MSX1
ENSG00000120149	PFM1	CRS2	MSX2
ENSG00000120149	PFM1	FPP	MSX2
ENSG00000120149	PFM1	HOX8	MSX2
ENSG00000120149	PFM1	MSH	MSX2
ENSG00000120149	PFM1	PFM	MSX2
ENSG00000229590	MSX2P	HSHPX5	MSX2P1
ENSG00000229590	MSX2P	HPX5	MSX2P1
	MT7SDNA		MT-7SDNA
ENSG00000198899	MTATP6	ATP6	MT-ATP6
ENSG00000198899	RP	ATP6	MT-ATP6
ENSG00000198899	MTATP6	ATPase-6	MT-ATP6
ENSG00000198899	RP	ATPase-6	MT-ATP6
ENSG00000198899	MTATP6	Su6m	MT-ATP6
ENSG00000198899	RP	Su6m	MT-ATP6
ENSG00000228253	MTATP8	ATP8	MT-ATP8
ENSG00000228253	MTATP8	A6L	MT-ATP8
ENSG00000228253	MTATP8	URFA6L	MT-ATP8
	MTATT		MT-ATT
ENSG00000198804	MTCO1	COX1	MT-CO1
ENSG00000198804	MTCO1	COI	MT-CO1
ENSG00000198712	MTCO2	COX2	MT-CO2
ENSG00000198712	MTCO2	CO2	MT-CO2
ENSG00000198938	MTCO3	COX3	MT-CO3
ENSG00000198938	MTCO3	COIII	MT-CO3
ENSG00000198938	MTCO3	CO3	MT-CO3
	MTCSB1	CSB-I	MT-CSB1
	MTCSB2	CSB-II	MT-CSB2
	MTCSB3	CSB-III	MT-CSB3
ENSG00000198727	MTCYB	COB	MT-CYB
ENSG00000198727	MTCYB	CYTB	MT-CYB
ENSG00000198727	MTCYB	UQCR3	MT-CYB
	MTHPR	HPR	MT-HPR
	MTHSP1		MT-HSP1
	MTHSP2		MT-HSP2
		uc022bqs.1	MT-LIPCAR
		LIPCAR	MT-LIPCAR
	MTLSP		MT-LSP
ENSG00000198888	MTND1	ND1	MT-ND1
ENSG00000198888	MTND1	NAD1	MT-ND1
ENSG00000198763	MTND2	ND2	MT-ND2
ENSG00000198763	MTND2	NAD2	MT-ND2
ENSG00000198840	MTND3	ND3	MT-ND3
ENSG00000198840	MTND3	NAD3	MT-ND3
ENSG00000198886	MTND4	ND4	MT-ND4
ENSG00000198886	LHON	ND4	MT-ND4
ENSG00000198886	MTND4	NAD4	MT-ND4
ENSG00000198886	LHON	NAD4	MT-ND4
ENSG00000212907	MTND4L	ND4L	MT-ND4L
ENSG00000212907	MTND4L	NAD4L	MT-ND4L
ENSG00000198786	MTND5	ND5	MT-ND5
ENSG00000198786	MTND5	NAD5	MT-ND5
ENSG00000198695	MTND6	NAD6	MT-ND6
ENSG00000198695	MTND6	ND6	MT-ND6
	MTOHR		MT-OHR
	MTOLR	OriL	MT-OLR
ENSG00000211459	MTRNR1	12S	MT-RNR1
ENSG00000211459	MTRNR1	MOTS-c	MT-RNR1
ENSG00000210082	MTRNR2	HN	MT-RNR2
ENSG00000210082	MTRNR2	16S	MT-RNR2
	MTRNR3		MT-RNR3
ENSG00000210127	MTTA	trnA	MT-TA
	MTTAS		MT-TAS
ENSG00000210140	MTTC	trnC	MT-TC
ENSG00000210154	MTTD	trnD	MT-TD
ENSG00000210194	MTTE	trnE	MT-TE
	MTTER		MT-TER
ENSG00000210049	MTTF	trnF	MT-TF
	MTTFH		MT-TFH
	MTTFL		MT-TFL
	MTTFX		MT-TFX
	MTTFY		MT-TFY
ENSG00000210164	MTTG	trnG	MT-TG
ENSG00000210176	MTTH	trnH	MT-TH
ENSG00000210100	MTTI	trnI	MT-TI
ENSG00000210156	MERRF	trnK	MT-TK
ENSG00000210156	MTTK	trnK	MT-TK
ENSG00000209082	MTTL1	TRNL1	MT-TL1
ENSG00000210191	MTTL2	TRNL2	MT-TL2
ENSG00000210112	MTTM	trnM	MT-TM
ENSG00000210135	MTTN	trnN	MT-TN
ENSG00000210196	MTTP	trnP	MT-TP
ENSG00000210107	MTTQ	trnQ	MT-TQ
ENSG00000210174	MTTR	trnR	MT-TR
ENSG00000210151	MTTS1	TRNS1	MT-TS1
ENSG00000210184	MTTS2	TRNS2	MT-TS2
ENSG00000210184	MTTS2	RP8	MT-TS2
ENSG00000210195	MTTT	trnT	MT-TT
ENSG00000210195	LIMM	trnT	MT-TT
ENSG00000210077	MTTV	trnV	MT-TV
ENSG00000210117	MTTW	trnW	MT-TW
ENSG00000210144	MTTY	trnY	MT-TY
ENSG00000205362	MT1		MT1A
ENSG00000205362	MT1S		MT1A
ENSG00000169688	MT1		MT1B
ENSG00000169688	MT1Q		MT1B
ENSG00000205360			MT1CP
ENSG00000205361		MTM	MT1DP
ENSG00000169715	MT1	MTD	MT1E
ENSG00000198417	MT1		MT1F
ENSG00000125144	MT1	MT1K	MT1G
ENSG00000205358	MT1		MT1H
ENSG00000244020	MT1P2		MT1HL1
ENSG00000275691	MT1	MTE	MT1IP
ENSG00000275691	MT1I	MTE	MT1IP
ENSG00000255986	MT1	MTB	MT1JP
ENSG00000255986	MT1NP	MTB	MT1JP
ENSG00000255986	MT1J	MTB	MT1JP
ENSG00000260549	MT1	MTF	MT1L
ENSG00000260549	MT1	MT1R	MT1L
ENSG00000205364	MT1		MT1M
ENSG00000205364	MT1K		MT1M
ENSG00000213761		bA435O5.3	MT1P1
ENSG00000229230	C20orf127	dJ614O4.6	MT1P3
ENSG00000229230	MTL4	dJ614O4.6	MT1P3
ENSG00000187193	MT1	MT-1l	MT1X
ENSG00000233929	MTL1		MT1XP1
ENSG00000125148	MT2		MT2A
ENSG00000162840			MT2P1
ENSG00000087250		GIF	MT3
ENSG00000102891		MTIV	MT4
ENSG00000182979			MTA1
ENSG00000149480	MTA1L1	MTA1-L1	MTA2
ENSG00000057935		KIAA1266	MTA3
ENSG00000228937			MTA3P1
ENSG00000099810		MSAP	MTAP
ENSG00000099810		c86fus	MTAP
ENSG00000243025			MTAPP1
ENSG00000230077			MTAPP2
ENSG00000186205	MOSC1	FLJ22390	MTARC1
ENSG00000186205	MARC1	FLJ22390	MTARC1
ENSG00000117791	MOSC2	FLJ20605	MTARC2
ENSG00000117791	MARC2	FLJ20605	MTARC2
ENSG00000248527			MTATP6P1
ENSG00000270307			MTATP6P2
ENSG00000263483			MTATP6P3
ENSG00000236590			MTATP6P4
ENSG00000284167			MTATP6P5
			MTATP6P6
ENSG00000232990			MTATP6P7
ENSG00000283547			MTATP6P8
ENSG00000248420			MTATP6P9
ENSG00000283626			MTATP6P10
ENSG00000228097			MTATP6P11
			MTATP6P12
ENSG00000229842			MTATP6P13
ENSG00000233449			MTATP6P14
ENSG00000254931			MTATP6P15
ENSG00000224299			MTATP6P16
ENSG00000235433			MTATP6P17
ENSG00000227035			MTATP6P18
ENSG00000228316			MTATP6P19
ENSG00000237948			MTATP6P20
ENSG00000226392			MTATP6P21
ENSG00000249580			MTATP6P22
ENSG00000230755			MTATP6P23
ENSG00000262381			MTATP6P24
ENSG00000262095			MTATP6P25
ENSG00000236878			MTATP6P26
ENSG00000234003			MTATP6P27
			MTATP6P28
ENSG00000232179			MTATP6P29
ENSG00000226998			MTATP6P30
ENSG00000218776			MTATP6P31
ENSG00000240409			MTATP8P1
ENSG00000229604			MTATP8P2
			MTATP8P3
			MTATP8P4
ENSG00000172167			MTBP
ENSG00000137409		CGI-64	MTCH1
ENSG00000137409		PSAP	MTCH1
ENSG00000137409		SLC25A49	MTCH1
ENSG00000109919		SLC25A50	MTCH2
ENSG00000168502	KIAA0802		MTCL1
ENSG00000168502	CCDC165		MTCL1
ENSG00000168502	SOGA2		MTCL1
ENSG00000226554	CCDC165P1		MTCL1P1
ENSG00000226554	SOGA2P1		MTCL1P1
ENSG00000280243			MTCO1P1
ENSG00000259045			MTCO1P2
ENSG00000228930			MTCO1P3
ENSG00000253556			MTCO1P4
ENSG00000233026		AC026166.2-001	MTCO1P5
ENSG00000240309			MTCO1P6
ENSG00000236211			MTCO1P7
ENSG00000234700			MTCO1P8
ENSG00000251223			MTCO1P9
ENSG00000236692			MTCO1P10
ENSG00000224083			MTCO1P11
ENSG00000237973			MTCO1P12
			MTCO1P13
ENSG00000232551			MTCO1P14
ENSG00000255350			MTCO1P15
			MTCO1P16
ENSG00000223619			MTCO1P17
ENSG00000237910			MTCO1P18
ENSG00000237300			MTCO1P19
ENSG00000233764			MTCO1P20
ENSG00000226960			MTCO1P21
ENSG00000271207			MTCO1P22
ENSG00000235524			MTCO1P23
ENSG00000249448			MTCO1P24
ENSG00000229031			MTCO1P25
			MTCO1P26
ENSG00000232579			MTCO1P27
ENSG00000262118			MTCO1P28
ENSG00000240452			MTCO1P29
ENSG00000248729			MTCO1P30
ENSG00000251476			MTCO1P31
			MTCO1P32
			MTCO1P33
			MTCO1P34
ENSG00000250630			MTCO1P35
			MTCO1P36
			MTCO1P37
ENSG00000283174			MTCO1P38
ENSG00000224254			MTCO1P39
ENSG00000262902			MTCO1P40
			MTCO1P41
ENSG00000230327			MTCO1P42
ENSG00000228898			MTCO1P43
ENSG00000227149			MTCO1P44
ENSG00000232982			MTCO1P45
ENSG00000236007			MTCO1P46
ENSG00000254241			MTCO1P47
ENSG00000237055			MTCO1P48
ENSG00000253916			MTCO1P49
			MTCO1P50
ENSG00000232981			MTCO1P51
ENSG00000229760			MTCO1P52
ENSG00000230916			MTCO1P53
ENSG00000233311			MTCO1P54
ENSG00000241926			MTCO1P55
ENSG00000220340			MTCO1P56
ENSG00000232975			MTCO1P57
ENSG00000229690	MTCO2L	dJ342K12.1	MTCO2P1
ENSG00000267541		HsT4010	MTCO2P2
ENSG00000230009			MTCO2P3
ENSG00000253977			MTCO2P4
ENSG00000231766			MTCO2P5
ENSG00000240951			MTCO2P6
ENSG00000230496			MTCO2P7
ENSG00000234234			MTCO2P8
ENSG00000249386			MTCO2P9
ENSG00000284291			MTCO2P10
ENSG00000235917			MTCO2P11
ENSG00000229344			MTCO2P12
			MTCO2P13
			MTCO2P14
ENSG00000255417			MTCO2P15
ENSG00000234842			MTCO2P16
ENSG00000233888			MTCO2P17
ENSG00000234480			MTCO2P18
ENSG00000237628			MTCO2P19
ENSG00000231576			MTCO2P20
ENSG00000236689			MTCO2P21
ENSG00000270225			MTCO2P22
ENSG00000235803			MTCO2P23
ENSG00000249990			MTCO2P24
ENSG00000230654			MTCO2P25
			MTCO2P26
ENSG00000230321			MTCO2P27
			MTCO2P28
ENSG00000243257			MTCO2P29
ENSG00000250808			MTCO2P30
ENSG00000217160			MTCO2P31
ENSG00000248951			MTCO2P32
ENSG00000217083			MTCO2P33
ENSG00000232198			MTCO2P34
ENSG00000235040		U92032.1	MTCO3P1
ENSG00000232102			MTCO3P2
			MTCO3P3
ENSG00000228851			MTCO3P4
ENSG00000225476			MTCO3P5
			MTCO3P6
ENSG00000249997			MTCO3P7
ENSG00000233385			MTCO3P8
ENSG00000249698			MTCO3P9
ENSG00000231537			MTCO3P10
ENSG00000237711			MTCO3P11
ENSG00000198744			MTCO3P12
ENSG00000264316			MTCO3P13
			MTCO3P14
ENSG00000254895			MTCO3P15
ENSG00000227736			MTCO3P16
ENSG00000237542			MTCO3P17
ENSG00000227661			MTCO3P18
ENSG00000224471			MTCO3P19
ENSG00000225557			MTCO3P20
ENSG00000232752			MTCO3P21
ENSG00000270388			MTCO3P22
ENSG00000259651			MTCO3P23
ENSG00000262158			MTCO3P24
			MTCO3P25
			MTCO3P26
ENSG00000251430			MTCO3P27
ENSG00000248328			MTCO3P28
ENSG00000228069			MTCO3P29
ENSG00000229080			MTCO3P30
ENSG00000217044			MTCO3P31
			MTCO3P32
			MTCO3P33
			MTCO3P34
ENSG00000242836			MTCO3P35
			MTCO3P36
			MTCO3P37
ENSG00000242456			MTCO3P38
ENSG00000268736			MTCO3P39
ENSG00000228046			MTCO3P40
ENSG00000237466			MTCO3P41
ENSG00000268391			MTCO3P42
ENSG00000227788			MTCO3P43
ENSG00000248654			MTCO3P44
ENSG00000232128			MTCO3P45
ENSG00000235761			MTCO3P46
ENSG00000214827		P13MTCP1	MTCP1
ENSG00000214827		p8MTCP1	MTCP1
ENSG00000214827		TCL1C	MTCP1
ENSG00000234179			MTCYBP1
ENSG00000217179			MTCYBP2
ENSG00000232373			MTCYBP3
ENSG00000220113			MTCYBP4
ENSG00000234671			MTCYBP5
ENSG00000230605			MTCYBP6
ENSG00000227789			MTCYBP7
ENSG00000233550			MTCYBP8
ENSG00000229935			MTCYBP9
ENSG00000233285			MTCYBP10
ENSG00000224288			MTCYBP11
ENSG00000226313			MTCYBP12
ENSG00000266529			MTCYBP13
ENSG00000238236			MTCYBP14
ENSG00000232154			MTCYBP15
ENSG00000251385			MTCYBP16
ENSG00000249247			MTCYBP17
ENSG00000244921			MTCYBP18
ENSG00000253504			MTCYBP19
ENSG00000254118			MTCYBP20
ENSG00000224747			MTCYBP21
ENSG00000270232			MTCYBP22
ENSG00000259671			MTCYBP23
ENSG00000236232			MTCYBP24
			MTCYBP25
			MTCYBP26
ENSG00000259012			MTCYBP27
ENSG00000260161			MTCYBP28
ENSG00000224880			MTCYBP29
			MTCYBP30
ENSG00000226579			MTCYBP31
ENSG00000229794			MTCYBP32
ENSG00000263241			MTCYBP33
ENSG00000237129			MTCYBP34
ENSG00000251340			MTCYBP35
ENSG00000216853			MTCYBP36
ENSG00000248765			MTCYBP37
ENSG00000226414			MTCYBP38
ENSG00000226341			MTCYBP39
ENSG00000248931			MTCYBP40
ENSG00000254650			MTCYBP41
ENSG00000228803			MTCYBP42
ENSG00000250624			MTCYBP43
ENSG00000248282			MTCYBP44
ENSG00000224338			MTCYBP45
ENSG00000147649		LYRIC	MTDH
ENSG00000147649		3D3	MTDH
ENSG00000147649		AEG-1	MTDH
ENSG00000270948			MTDHP1
ENSG00000269615			MTDHP2
ENSG00000268433			MTDHP3
ENSG00000268535			MTDHP4
ENSG00000269575			MTDHP5
ENSG00000127989	MTERF		MTERF1
ENSG00000120832	MTERFD3	FLJ14062	MTERF2
ENSG00000156469	MTERFD1	CGI-12	MTERF3
ENSG00000156469	MTERFD1	FLJ10939	MTERF3
ENSG00000122085	MTERFD2	MGC61716	MTERF4
ENSG00000188786			MTF1
ENSG00000143033		M96	MTF2
ENSG00000143033		PCL2	MTF2
ENSG00000143033		TDRD19A	MTF2
ENSG00000103707		FMT1	MTFMT
ENSG00000242114		MTP18	MTFP1
ENSG00000242114		HSPC242	MTFP1
ENSG00000066855		CHPPR	MTFR1
ENSG00000066855		KIAA0009	MTFR1
ENSG00000066855		FAM54A2	MTFR1
ENSG00000117640	FAM54B		MTFR1L
ENSG00000231356			MTFR1P1
ENSG00000146410	DUFD1		MTFR2
ENSG00000146410	FAM54A		MTFR2
ENSG00000233716			MTFR2P1
ENSG00000235647	MTFR2P1		MTFR2P2
ENSG00000148824	GTPBP7		MTG1
ENSG00000101181	GTPBP5	FLJ10741	MTG2
ENSG00000101181	GTPBP5	dJ1005F21.2	MTG2
ENSG00000101181	GTPBP5	ObgH1	MTG2
ENSG00000100714	MTHFC		MTHFD1
ENSG00000100714	MTHFD		MTHFD1
ENSG00000120254	FTHFSDC1	DKFZP586G1517	MTHFD1L
ENSG00000120254	FTHFSDC1	FLJ21145	MTHFD1L
ENSG00000231831	MTHFDL1		MTHFD1P1
ENSG00000231831	MTHFDP1		MTHFD1P1
ENSG00000065911			MTHFD2
ENSG00000163738		MGC72244	MTHFD2L
ENSG00000244681			MTHFD2P1
ENSG00000217169			MTHFD2P2
ENSG00000231112			MTHFD2P3
ENSG00000251253			MTHFD2P4
ENSG00000213530			MTHFD2P5
ENSG00000249266			MTHFD2P6
ENSG00000181260			MTHFD2P7
ENSG00000177000			MTHFR
ENSG00000136371		HsT19268	MTHFS
ENSG00000103248		FLJ12998	MTHFSD
ENSG00000085760		IF-2mt	MTIF2
ENSG00000233432			MTIF2P1
ENSG00000122033		IF-3mt	MTIF3
ENSG00000122033		IF3(mt)	MTIF3
ENSG00000264697	MTL3		MTL3P
ENSG00000175701	NCRNA00116	MOXI	MTLN
ENSG00000175701	LINC00116	MOXI	MTLN
ENSG00000175701	SMIM37	MOXI	MTLN
ENSG00000175701	NCRNA00116	LEMP	MTLN
ENSG00000175701	LINC00116	LEMP	MTLN
ENSG00000175701	SMIM37	LEMP	MTLN
ENSG00000175701	NCRNA00116	MPM	MTLN
ENSG00000175701	LINC00116	MPM	MTLN
ENSG00000175701	SMIM37	MPM	MTLN
ENSG00000171100			MTM1
ENSG00000063601			MTMR1
ENSG00000087053	CMT4B	KIAA1073	MTMR2
ENSG00000100330		KIAA0371	MTMR3
ENSG00000100330		ZFYVE10	MTMR3
ENSG00000100330		FYVE-DSP1	MTMR3
ENSG00000108389		KIAA0647	MTMR4
ENSG00000108389		ZFYVE11	MTMR4
ENSG00000139505			MTMR6
ENSG00000003987			MTMR7
